Year,Town Code,Town,2010 Census Units,Government Assisted,Tenant Rental Assistance,Single Family CHFA/ USDA Mortgages,Deed Restricted Units,Total Assisted Units,Percent Affordable,Population_2025,Population_2040,Projected_Population_Change_Pct
2022,6,Beacon Falls,2509,0.0,6,33,0,39,1.55,6530,6587,0.8728943338437979
2022,7,Berlin,8140,556.0,48,108,4,716,8.8,20387,20297,-0.44145779173002403
2022,8,Bethany,2044,0.0,2,8,0,10,0.49,5699,5415,-4.983330408843656
2022,9,Bethel,7310,192.0,34,119,84,429,5.87,17010,15007,-11.775426219870665
2022,10,Bethlehem,1575,24.0,0,4,0,28,1.78,3596,3346,-6.952169076751947
2022,12,Bolton,2015,0.0,0,28,0,28,1.39,4434,3720,-16.102841677943168
2022,13,Bozrah,1059,0.0,3,24,0,27,2.55,2896,3089,6.664364640883978
2022,14,Branford,13972,243.0,65,129,9,446,3.19,25508,22605,-11.380743296220794
2022,16,Bridgewater,881,0.0,0,1,0,1,0.11,1349,937,-30.541141586360265
2022,18,Brookfield,6562,155.0,23,83,112,373,5.68,15298,14513,-5.131389724146947
2022,19,Brooklyn,3235,205.0,13,59,0,277,8.56,9276,10033,8.160845191893056
2022,20,Burlington,3389,27.0,0,44,0,71,2.1,9493,8699,-8.364057726746022
2022,21,Canaan,779,1.0,2,4,3,10,1.28,1417,1488,5.010585744530699
2022,22,Canterbury,2043,76.0,0,51,0,127,6.22,5220,4835,-7.375478927203065
2022,23,Canton,4339,251.0,32,45,32,360,8.3,11006,11461,4.134108667999273
2022,24,Chaplin,988,0.0,3,30,0,33,3.34,2148,1782,-17.039106145251395
2022,25,Cheshire,10424,258.0,21,73,17,369,3.54,27088,24860,-8.225044300059068
2022,26,Chester,1923,23.0,4,12,0,39,2.03,3764,3313,-11.98193411264612
2022,27,Clinton,6065,105.0,8,57,0,170,2.8,11632,9484,-18.46629986244842
2022,28,Colchester,6182,364.0,38,116,4,522,8.44,16180,15925,-1.57601977750309
2022,29,Colebrook,722,0.0,0,7,1,8,1.11,1320,1100,-16.666666666666664
2022,30,Columbia,2308,24.0,2,42,0,68,2.95,5458,5053,-7.420300476364969
2022,31,Cornwall,1007,28.0,2,6,0,36,3.57,1177,901,-23.44944774851317
2022,32,Coventry,5099,103.0,3,113,20,239,4.69,11958,10605,-11.314601103863522
2022,33,Cromwell,6001,212.0,9,151,0,372,6.2,15019,16160,7.597043744590186
2022,35,Darien,7074,161.0,17,1,117,296,4.18,19374,22250,14.844637142562197
2022,36,Deep River,2096,44.0,7,28,0,79,3.77,4031,3201,-20.590424212354254
2022,38,Durham,2694,36.0,1,22,0,59,2.19,7361,6791,-7.743513109631843
2022,40,East Granby,2152,72.0,2,35,0,109,5.07,5343,5306,-0.6924948530787947
2022,41,East Haddam,4508,73.0,1,47,0,121,2.68,9022,8165,-9.499002438483707
2022,42,East Hampton,5485,70.0,8,76,25,179,3.26,13434,11543,-14.076224504987344
2022,44,East Haven,12533,612.0,166,259,0,1037,8.27,29517,28958,-1.8938238980926245
2022,45,East Lyme,8458,452.0,24,75,19,570,6.74,19049,18225,-4.325686387736889
2022,39,Eastford,793,0.0,0,9,0,9,1.13,1789,1700,-4.974846282839575
2022,46,Easton,2715,0.0,0,3,14,17,0.63,6364,5388,-15.336266499057198
2022,48,Ellington,6665,260.0,6,89,0,355,5.33,19055,21951,15.198110732091314
2022,50,Essex,3261,75.0,1,15,16,107,3.28,5989,5082,-15.1444314576724
2022,51,Fairfield,21648,231.0,138,57,199,625,2.89,58360,67101,14.977724468814257
2022,52,Farmington,11106,538.0,122,108,155,923,8.31,25574,26150,2.252287479471338
2022,53,Franklin,771,27.0,1,18,0,46,5.97,1858,1661,-10.602798708288482
2022,54,Glastonbury,13656,604.0,55,97,2,758,5.55,34432,35939,4.376742565055762
2022,55,Goshen,1664,1.0,1,3,0,5,0.3,3116,3089,-0.8664955070603337
2022,56,Granby,4360,85.0,3,39,5,132,3.03,10471,10051,-4.011078216025212
2022,57,Greenwich,25631,921.0,473,11,47,1452,5.67,54529,47132,-13.565258853087347
2022,58,Griswold,5118,222.0,61,119,0,402,7.85,13205,13900,5.263157894736842
2022,60,Guilford,9596,177.0,11,30,1,219,2.28,21789,21853,0.29372619211528755
2022,61,Haddam,3504,22.0,1,24,0,47,1.34,8865,8630,-2.6508742244782857
2022,62,Hamden,25114,1048.0,826,429,4,2307,9.19,64551,70408,9.073445802543725
2022,63,Hampton,793,0.0,1,9,0,10,1.26,1769,1485,-16.054267947993218
2022,65,Hartland,856,2.0,0,3,0,5,0.58,1961,1581,-19.37786843447221
2022,66,Harwinton,2282,22.0,6,31,5,64,2.8,5433,4799,-11.669427572243695
2022,67,Hebron,3567,58.0,2,42,0,102,2.86,8793,7889,-10.280905265552144
2022,68,Kent,1665,58.0,3,3,0,64,3.84,2725,2267,-16.807339449541285
2022,70,Killingworth,2598,0.0,1,16,2,19,0.73,5991,4955,-17.29260557502921
2022,71,Lebanon,3125,26.0,3,69,0,98,3.14,7006,6317,-9.834427633457036
2022,72,Ledyard,5987,32.0,10,191,6,239,3.99,14466,13315,-7.95658786119176
2022,73,Lisbon,1730,2.0,0,52,0,54,3.12,4165,3730,-10.444177671068427
2022,74,Litchfield,3975,140.0,3,26,19,188,4.73,8058,7238,-10.176222387689252
2022,75,Lyme,1223,0.0,0,3,8,11,0.9,2639,2742,3.902993558165972
2022,76,Madison,8049,90.0,3,8,29,130,1.62,16583,16261,-1.9417475728155338
2022,78,Mansfield,6017,175.0,130,72,2,379,6.3,27362,29416,7.506761201666546
2022,79,Marlborough,2389,24.0,0,18,0,42,1.76,6056,5217,-13.854029062087186
2022,81,Middlebury,2892,77.0,4,14,20,115,3.98,8410,8828,4.970273483947682
2022,82,Middlefield,1863,30.0,5,19,1,55,2.95,4396,4333,-1.4331210191082804
2022,84,Milford,23074,728.0,235,138,74,1175,5.09,50196,46897,-6.57223683162005
2022,85,Monroe,6918,35.0,5,36,8,84,1.21,15426,11961,-22.462077012835472
2022,86,Montville,7407,81.0,54,233,0,368,4.97,19410,18356,-5.430190623390005
2022,87,Morris,1314,20.0,1,5,0,26,1.98,2328,2202,-5.412371134020619
2022,88,Naugatuck,13061,493.0,312,312,0,1117,8.55,32535,31854,-2.093130474873213
2022,90,New Canaan,7551,175.0,19,6,0,200,2.65,17687,18563,4.952790184881552
2022,91,New Fairfield,5593,0.0,4,45,17,66,1.18,10460,7324,-29.980879541108983
2022,92,New Hartford,2923,12.0,4,40,15,71,2.43,7291,7047,-3.3465916883829374
2022,96,New Milford,11731,319.0,42,139,20,520,4.43,25813,22723,-11.97071243172045
2022,94,Newington,13011,531.0,122,418,36,1107,8.51,31806,34158,7.394831163931334
2022,97,Newtown,10061,134.0,6,74,59,273,2.71,27122,28220,4.048374013715803
2022,98,Norfolk,967,21.0,2,5,0,28,2.9,1570,1348,-14.140127388535031
2022,99,North Branford,5629,62.0,15,45,0,122,2.17,13296,11855,-10.837845968712395
2022,100,North Canaan,1587,111.0,0,15,0,126,7.94,3072,2794,-9.049479166666668
2022,101,North Haven,9491,393.0,53,77,23,546,5.75,23582,23245,-1.429056059706556
2022,102,North Stonington,2306,0.0,1,18,6,25,1.08,5054,4250,-15.908191531460231
2022,105,Old Lyme,5021,64.0,2,10,3,79,1.57,6875,6040,-12.145454545454545
2022,106,Old Saybrook,5602,52.0,15,21,73,161,2.87,8644,6987,-19.169366034243406
2022,107,Orange,5345,46.0,10,10,6,72,1.35,13617,14075,3.3634427553793054
2022,108,Oxford,4746,36.0,3,24,0,63,1.33,15698,17856,13.746974136832717
2022,110,Plainville,8063,205.0,61,262,22,550,6.82,17776,17652,-0.6975697569756976
2022,111,Plymouth,5109,178.0,19,164,0,361,7.07,12155,11384,-6.3430686960098726
2022,112,Pomfret,1684,32.0,2,11,0,45,2.67,4656,4906,5.369415807560137
2022,113,Portland,4077,185.0,87,54,0,326,8.0,9847,10145,3.026302427135168
2022,114,Preston,2019,40.0,6,36,0,82,4.06,4408,3898,-11.569872958257713
2022,115,Prospect,3474,0.0,4,40,55,99,2.85,8978,8216,-8.48741367787926
2022,117,Redding,3811,0.0,3,14,0,17,0.45,9073,9007,-0.7274330430948969
2022,118,Ridgefield,9420,175.0,6,23,79,283,3.0,22046,22187,0.6395718044089631
2022,119,Rocky Hill,8843,235.0,63,138,0,436,4.93,22204,24926,12.25905242298685
2022,120,Roxbury,1167,19.0,0,4,0,23,1.97,2218,2039,-8.070333633904418
2022,121,Salem,1635,0.0,2,27,0,29,1.77,3984,3454,-13.303212851405622
2022,122,Salisbury,2593,24.0,1,1,14,40,1.54,3171,2405,-24.156417533900978
2022,123,Scotland,680,0.0,1,25,0,26,3.82,1777,1642,-7.597073719752391
2022,124,Seymour,6968,262.0,31,94,0,387,5.55,16881,16753,-0.7582489189029086
2022,125,Sharon,1775,32.0,1,2,0,35,1.97,2182,1520,-30.339138405132903
2022,126,Shelton,16146,322.0,42,104,82,550,3.41,37508,34543,-7.904980270875546
2022,127,Sherman,1831,0.0,1,5,0,6,0.33,2670,1803,-32.47191011235955
2022,128,Simsbury,9123,289.0,60,86,28,463,5.08,21874,23574,7.771783852976136
2022,129,Somers,3479,146.0,7,31,0,184,5.29,11654,11330,-2.7801613180024027
2022,132,South Windsor,10243,443.0,53,155,12,663,6.47,24362,23389,-3.9939249651095974
2022,130,Southbury,9091,90.0,6,27,0,123,1.35,19163,18758,-2.1134477900120023
2022,131,Southington,17447,499.0,61,299,53,912,5.23,43643,42639,-2.3004834681392206
2022,133,Sprague,1248,20.0,10,21,1,52,4.17,3008,2928,-2.6595744680851063
2022,134,Stafford,5124,257.0,18,103,0,378,7.38,12088,11496,-4.8974189278623435
2022,136,Sterling,1511,0.0,6,20,0,26,1.72,4678,5197,11.09448482257375
2022,137,Stonington,9467,484.0,23,66,2,575,6.07,17255,15224,-11.770501303969864
2022,138,Stratford,21091,524.0,436,310,33,1303,6.18,52748,55394,5.0163039356942445
2022,139,Suffield,5469,296.0,6,45,6,353,6.45,16838,17458,3.682147523458843
2022,140,Thomaston,3276,104.0,6,95,0,205,6.26,7783,7370,-5.306437106514197
2022,141,Thompson,4171,151.0,15,36,0,202,4.84,9610,9390,-2.2892819979188346
2022,142,Tolland,5451,127.0,12,94,3,236,4.33,14283,12295,-13.918644542463069
2022,144,Trumbull,13157,315.0,17,68,316,716,5.44,34411,33154,-3.6529016884135888
2022,145,Union,388,0.0,0,6,0,6,1.55,930,944,1.5053763440860215
2022,147,Voluntown,1127,20.0,1,19,0,40,3.55,2397,1875,-21.777221526908637
2022,148,Wallingford,18945,354.0,149,264,35,802,4.23,44968,44313,-1.4565913538516277
2022,149,Warren,811,0.0,0,0,0,0,0.0,1591,1520,-4.462602137020742
2022,150,Washington,2124,17.0,2,2,28,49,2.31,3161,2462,-22.113255298956027
2022,152,Waterford,8634,213.0,37,224,0,474,5.49,18317,15996,-12.671288966533822
2022,153,Watertown,9096,205.0,33,200,0,438,4.82,21640,19871,-8.174676524953789
2022,155,West Hartford,26396,643.0,798,276,245,1962,7.43,66411,72685,9.447230127539113
2022,154,Westbrook,3937,140.0,6,25,29,200,5.08,7080,6911,-2.3870056497175143
2022,157,Weston,3674,0.0,1,5,0,6,0.16,8121,7007,-13.717522472601896
2022,158,Westport,10399,265.0,54,2,72,393,3.78,22822,21688,-4.9688896678643415
2022,159,Wethersfield,11677,705.0,102,243,0,1050,8.99,27165,29129,7.229891404380637
2022,160,Willington,2637,160.0,7,34,0,201,7.62,6535,5937,-9.150726855394034
2022,161,Wilton,6475,158.0,10,12,51,231,3.57,15342,14642,-4.562638508669013
2022,162,Winchester,5613,269.0,157,83,0,509,9.07,11374,10938,-3.833304026727624
2022,164,Windsor,11767,154.0,261,401,26,842,7.16,28346,27498,-2.9916037536160305
2022,166,Wolcott,6276,313.0,11,157,0,481,7.66,16885,16510,-2.220906129700918
2022,167,Woodbridge,3478,30.0,6,4,0,40,1.15,7846,6599,-15.89344889115473
2022,168,Woodbury,4564,60.0,6,26,0,92,2.02,9704,9052,-6.718878812860677
2022,169,Woodstock,3582,24.0,0,24,0,48,1.34,8223,7860,-4.414447282013864
